,num_1950,num_rest,num_total,ratio_1950
196621,5,2,7,0.7142857142857143
240789,5,2,7,0.7142857142857143
184202,5,2,7,0.7142857142857143
169400,5,2,7,0.7142857142857143
255546,15,6,21,0.7142857142857143
107324,5,2,7,0.7142857142857143
79186,5,2,7,0.7142857142857143
266650,10,4,14,0.7142857142857143
129373,5,2,7,0.7142857142857143
131597,5,2,7,0.7142857142857143
109388,5,2,7,0.7142857142857143
108155,15,6,21,0.7142857142857143
3373,15,6,21,0.7142857142857143
183883,5,2,7,0.7142857142857143
59504,5,2,7,0.7142857142857143
228245,5,2,7,0.7142857142857143
8971,5,2,7,0.7142857142857143
142584,10,4,14,0.7142857142857143
209160,20,8,28,0.7142857142857143
80690,5,2,7,0.7142857142857143
14698,5,2,7,0.7142857142857143
257699,5,2,7,0.7142857142857143
127190,10,4,14,0.7142857142857143
31471,5,2,7,0.7142857142857143
197913,5,2,7,0.7142857142857143
257362,5,2,7,0.7142857142857143
45911,5,2,7,0.7142857142857143
80684,5,2,7,0.7142857142857143
132663,5,2,7,0.7142857142857143
106294,10,4,14,0.7142857142857143
249732,5,2,7,0.7142857142857143
248138,5,2,7,0.7142857142857143
277157,10,4,14,0.7142857142857143
76888,15,6,21,0.7142857142857143
147900,5,2,7,0.7142857142857143
209147,5,2,7,0.7142857142857143
81121,15,6,21,0.7142857142857143
100223,5,2,7,0.7142857142857143
112818,5,2,7,0.7142857142857143
277629,5,2,7,0.7142857142857143
204822,5,2,7,0.7142857142857143
244056,5,2,7,0.7142857142857143
26134,5,2,7,0.7142857142857143
174633,5,2,7,0.7142857142857143
96954,5,2,7,0.7142857142857143
90322,5,2,7,0.7142857142857143
16010,5,2,7,0.7142857142857143
202036,5,2,7,0.7142857142857143
278221,5,2,7,0.7142857142857143
243942,10,4,14,0.7142857142857143
157625,5,2,7,0.7142857142857143
25225,5,2,7,0.7142857142857143
174367,5,2,7,0.7142857142857143
28735,5,2,7,0.7142857142857143
98159,5,2,7,0.7142857142857143
136396,5,2,7,0.7142857142857143
273635,5,2,7,0.7142857142857143
261611,5,2,7,0.7142857142857143
93698,5,2,7,0.7142857142857143
94376,5,2,7,0.7142857142857143
160803,5,2,7,0.7142857142857143
244761,5,2,7,0.7142857142857143
108352,15,6,21,0.7142857142857143
94952,5,2,7,0.7142857142857143
140294,5,2,7,0.7142857142857143
53042,5,2,7,0.7142857142857143
234893,5,2,7,0.7142857142857143
119631,5,2,7,0.7142857142857143
51589,5,2,7,0.7142857142857143
252846,5,2,7,0.7142857142857143
244471,5,2,7,0.7142857142857143
53575,5,2,7,0.7142857142857143
234743,5,2,7,0.7142857142857143
39662,5,2,7,0.7142857142857143
123154,5,2,7,0.7142857142857143
163761,5,2,7,0.7142857142857143
136011,5,2,7,0.7142857142857143
36839,5,2,7,0.7142857142857143
216724,5,2,7,0.7142857142857143
217516,10,4,14,0.7142857142857143
163579,5,2,7,0.7142857142857143
223566,15,6,21,0.7142857142857143
19570,5,2,7,0.7142857142857143
99322,5,2,7,0.7142857142857143
217107,10,4,14,0.7142857142857143
99222,5,2,7,0.7142857142857143
187747,5,2,7,0.7142857142857143
120137,5,2,7,0.7142857142857143
88993,5,2,7,0.7142857142857143
163973,58,23,81,0.7160493827160493
245645,23,9,32,0.71875
243759,18,7,25,0.72
104399,36,14,50,0.72
29259,36,14,50,0.72
69232,18,7,25,0.72
93453,18,7,25,0.72
119575,31,12,43,0.7209302325581395
23547,13,5,18,0.7222222222222222
33933,13,5,18,0.7222222222222222
55438,13,5,18,0.7222222222222222
208815,13,5,18,0.7222222222222222
192245,13,5,18,0.7222222222222222
16916,13,5,18,0.7222222222222222
30035,13,5,18,0.7222222222222222
61028,13,5,18,0.7222222222222222
187574,13,5,18,0.7222222222222222
55751,13,5,18,0.7222222222222222
138097,13,5,18,0.7222222222222222
59727,13,5,18,0.7222222222222222
187762,26,10,36,0.7222222222222222
109349,8,3,11,0.7272727272727273
94529,8,3,11,0.7272727272727273
230496,8,3,11,0.7272727272727273
192479,8,3,11,0.7272727272727273
87929,8,3,11,0.7272727272727273
55789,8,3,11,0.7272727272727273
278535,8,3,11,0.7272727272727273
68128,16,6,22,0.7272727272727273
211288,8,3,11,0.7272727272727273
62958,8,3,11,0.7272727272727273
116122,8,3,11,0.7272727272727273
30898,8,3,11,0.7272727272727273
137684,8,3,11,0.7272727272727273
224923,8,3,11,0.7272727272727273
204696,8,3,11,0.7272727272727273
151098,8,3,11,0.7272727272727273
225066,8,3,11,0.7272727272727273
126810,8,3,11,0.7272727272727273
50681,8,3,11,0.7272727272727273
137222,8,3,11,0.7272727272727273
202195,8,3,11,0.7272727272727273
212260,8,3,11,0.7272727272727273
72238,8,3,11,0.7272727272727273
202127,8,3,11,0.7272727272727273
104211,27,10,37,0.7297297297297297
82893,19,7,26,0.7307692307692307
70415,30,11,41,0.7317073170731707
102647,63,23,86,0.7325581395348837
168388,11,4,15,0.7333333333333333
239626,11,4,15,0.7333333333333333
196160,44,16,60,0.7333333333333333
113955,11,4,15,0.7333333333333333
240051,11,4,15,0.7333333333333333
195386,11,4,15,0.7333333333333333
67627,11,4,15,0.7333333333333333
221870,11,4,15,0.7333333333333333
93631,11,4,15,0.7333333333333333
7841,11,4,15,0.7333333333333333
183046,36,13,49,0.7346938775510204
269835,14,5,19,0.7368421052631579
249989,14,5,19,0.7368421052631579
49109,14,5,19,0.7368421052631579
137336,14,5,19,0.7368421052631579
114444,28,10,38,0.7368421052631579
178522,59,21,80,0.7375
177091,17,6,23,0.7391304347826086
154469,34,12,46,0.7391304347826086
203910,20,7,27,0.7407407407407407
227705,60,21,81,0.7407407407407407
27617,20,7,27,0.7407407407407407
247129,26,9,35,0.7428571428571429
136205,29,10,39,0.7435897435897436
214786,67,23,90,0.7444444444444445
83287,38,13,51,0.7450980392156863
98904,38,13,51,0.7450980392156863
211351,9,3,12,0.75
215498,3,1,4,0.75
35050,9,3,12,0.75
179741,6,2,8,0.75
102571,3,1,4,0.75
185087,9,3,12,0.75
180378,18,6,24,0.75
146266,6,2,8,0.75
152345,3,1,4,0.75
31094,9,3,12,0.75
31468,6,2,8,0.75
151002,9,3,12,0.75
211231,9,3,12,0.75
183958,3,1,4,0.75
212439,6,2,8,0.75
60858,12,4,16,0.75
212252,9,3,12,0.75
33958,3,1,4,0.75
105874,3,1,4,0.75
66073,12,4,16,0.75
144828,9,3,12,0.75
25930,9,3,12,0.75
221672,3,1,4,0.75
220931,6,2,8,0.75
27169,6,2,8,0.75
13582,21,7,28,0.75
10819,18,6,24,0.75
176214,18,6,24,0.75
160401,30,10,40,0.75
95574,9,3,12,0.75
262040,9,3,12,0.75
269719,9,3,12,0.75
158506,6,2,8,0.75
177451,6,2,8,0.75
28667,9,3,12,0.75
260655,3,1,4,0.75
29028,6,2,8,0.75
67085,6,2,8,0.75
156432,3,1,4,0.75
156214,24,8,32,0.75
64535,9,3,12,0.75
108261,6,2,8,0.75
57976,12,4,16,0.75
210261,6,2,8,0.75
53304,15,5,20,0.75
203799,30,10,40,0.75
52994,3,1,4,0.75
203764,21,7,28,0.75
6564,3,1,4,0.75
267895,3,1,4,0.75
121167,6,2,8,0.75
122096,6,2,8,0.75
51511,6,2,8,0.75
44089,3,1,4,0.75
202381,6,2,8,0.75
123597,3,1,4,0.75
6115,6,2,8,0.75
124259,9,3,12,0.75
45340,6,2,8,0.75
248468,12,4,16,0.75
125063,12,4,16,0.75
200422,12,4,16,0.75
196492,3,1,4,0.75
198982,3,1,4,0.75
128014,6,2,8,0.75
53520,6,2,8,0.75
210315,9,3,12,0.75
193131,6,2,8,0.75
116301,9,3,12,0.75
144151,6,2,8,0.75
25583,9,3,12,0.75
208907,6,2,8,0.75
141871,6,2,8,0.75
253311,6,2,8,0.75
241565,9,3,12,0.75
138955,3,1,4,0.75
242097,3,1,4,0.75
112402,6,2,8,0.75
7864,3,1,4,0.75
112590,6,2,8,0.75
242646,21,7,28,0.75
113663,15,5,20,0.75
252222,9,3,12,0.75
137211,12,4,16,0.75
55607,9,3,12,0.75
55398,6,2,8,0.75
136735,6,2,8,0.75
243745,6,2,8,0.75
54652,6,2,8,0.75
243951,12,4,16,0.75
40838,6,2,8,0.75
264085,6,2,8,0.75
46417,6,2,8,0.75
90467,6,2,8,0.75
223066,3,1,4,0.75
265932,3,1,4,0.75
76710,12,4,16,0.75
81434,6,2,8,0.75
226987,6,2,8,0.75
163430,6,2,8,0.75
76019,18,6,24,0.75
85433,6,2,8,0.75
227072,6,2,8,0.75
86489,9,3,12,0.75
172215,6,2,8,0.75
79172,3,1,4,0.75
231340,6,2,8,0.75
80642,9,3,12,0.75
83109,9,3,12,0.75
71752,12,4,16,0.75
265276,6,2,8,0.75
163612,9,3,12,0.75
23020,6,2,8,0.75
266478,6,2,8,0.75
233117,6,2,8,0.75
75115,3,1,4,0.75
87949,12,4,16,0.75
83842,3,1,4,0.75
266678,6,2,8,0.75
59172,61,20,81,0.7530864197530864
95991,28,9,37,0.7567567567567568
258884,28,9,37,0.7567567567567568
144318,28,9,37,0.7567567567567568
37208,28,9,37,0.7567567567567568
102359,25,8,33,0.7575757575757576
110373,22,7,29,0.7586206896551724
226205,22,7,29,0.7586206896551724
226553,19,6,25,0.76
33818,32,10,42,0.7619047619047619
86408,16,5,21,0.7619047619047619
257024,16,5,21,0.7619047619047619
187624,16,5,21,0.7619047619047619
241980,81,25,106,0.7641509433962265
6238,13,4,17,0.7647058823529411
37512,13,4,17,0.7647058823529411
131622,13,4,17,0.7647058823529411
163307,13,4,17,0.7647058823529411
61147,13,4,17,0.7647058823529411
111944,23,7,30,0.7666666666666667
30594,10,3,13,0.7692307692307693
84900,10,3,13,0.7692307692307693
151589,10,3,13,0.7692307692307693
92152,10,3,13,0.7692307692307693
128033,10,3,13,0.7692307692307693
252848,10,3,13,0.7692307692307693
132909,10,3,13,0.7692307692307693
238419,10,3,13,0.7692307692307693
91002,10,3,13,0.7692307692307693
201058,10,3,13,0.7692307692307693
259901,27,8,35,0.7714285714285715
206202,17,5,22,0.7727272727272727
49225,17,5,22,0.7727272727272727
250709,24,7,31,0.7741935483870968
93629,45,13,58,0.7758620689655172
188038,7,2,9,0.7777777777777778
236840,7,2,9,0.7777777777777778
197939,7,2,9,0.7777777777777778
83754,7,2,9,0.7777777777777778
58062,7,2,9,0.7777777777777778
154126,7,2,9,0.7777777777777778
73741,7,2,9,0.7777777777777778
259078,7,2,9,0.7777777777777778
101141,7,2,9,0.7777777777777778
209536,7,2,9,0.7777777777777778
65484,7,2,9,0.7777777777777778
237434,7,2,9,0.7777777777777778
37447,7,2,9,0.7777777777777778
241885,7,2,9,0.7777777777777778
94965,7,2,9,0.7777777777777778
259380,7,2,9,0.7777777777777778
80837,7,2,9,0.7777777777777778
3167,14,4,18,0.7777777777777778
245604,7,2,9,0.7777777777777778
50849,7,2,9,0.7777777777777778
227413,7,2,9,0.7777777777777778
248492,7,2,9,0.7777777777777778
132684,7,2,9,0.7777777777777778
79736,7,2,9,0.7777777777777778
124474,7,2,9,0.7777777777777778
16781,7,2,9,0.7777777777777778
161752,7,2,9,0.7777777777777778
199016,7,2,9,0.7777777777777778
228445,7,2,9,0.7777777777777778
92398,7,2,9,0.7777777777777778
246470,7,2,9,0.7777777777777778
269344,7,2,9,0.7777777777777778
2358,7,2,9,0.7777777777777778
191560,7,2,9,0.7777777777777778
112199,7,2,9,0.7777777777777778
229681,7,2,9,0.7777777777777778
75551,7,2,9,0.7777777777777778
135895,7,2,9,0.7777777777777778
76218,7,2,9,0.7777777777777778
40612,7,2,9,0.7777777777777778
29204,7,2,9,0.7777777777777778
218411,7,2,9,0.7777777777777778
205967,7,2,9,0.7777777777777778
41111,7,2,9,0.7777777777777778
189558,32,9,41,0.7804878048780488
81298,18,5,23,0.782608695652174
158433,47,13,60,0.7833333333333333
1848,11,3,14,0.7857142857142857
137137,11,3,14,0.7857142857142857
246512,11,3,14,0.7857142857142857
238246,11,3,14,0.7857142857142857
223156,11,3,14,0.7857142857142857
70931,11,3,14,0.7857142857142857
65228,11,3,14,0.7857142857142857
11245,22,6,28,0.7857142857142857
177040,11,3,14,0.7857142857142857
61854,22,6,28,0.7857142857142857
41757,11,3,14,0.7857142857142857
81597,44,12,56,0.7857142857142857
49889,11,3,14,0.7857142857142857
37227,15,4,19,0.7894736842105263
94985,15,4,19,0.7894736842105263
271460,15,4,19,0.7894736842105263
161039,15,4,19,0.7894736842105263
156300,19,5,24,0.7916666666666666
68436,27,7,34,0.7941176470588235
53140,4,1,5,0.8
232343,4,1,5,0.8
218836,4,1,5,0.8
134225,4,1,5,0.8
213369,4,1,5,0.8
41667,4,1,5,0.8
67544,4,1,5,0.8
135141,4,1,5,0.8
6671,4,1,5,0.8
261185,4,1,5,0.8
250851,4,1,5,0.8
171444,4,1,5,0.8
13331,4,1,5,0.8
117396,4,1,5,0.8
120093,24,6,30,0.8
120181,4,1,5,0.8
96474,8,2,10,0.8
76741,4,1,5,0.8
219420,4,1,5,0.8
194027,4,1,5,0.8
194205,4,1,5,0.8
133225,4,1,5,0.8
244925,4,1,5,0.8
203392,4,1,5,0.8
120985,4,1,5,0.8
2399,4,1,5,0.8
80996,4,1,5,0.8
229656,4,1,5,0.8
7210,8,2,10,0.8
158361,4,1,5,0.8
29094,4,1,5,0.8
114483,4,1,5,0.8
76001,4,1,5,0.8
206058,4,1,5,0.8
39227,12,3,15,0.8
14271,4,1,5,0.8
18689,4,1,5,0.8
55097,4,1,5,0.8
7809,4,1,5,0.8
223325,4,1,5,0.8
115759,4,1,5,0.8
243785,8,2,10,0.8
115907,4,1,5,0.8
115956,4,1,5,0.8
54911,4,1,5,0.8
39928,4,1,5,0.8
89207,4,1,5,0.8
28700,4,1,5,0.8
76105,4,1,5,0.8
81333,4,1,5,0.8
218640,4,1,5,0.8
163534,4,1,5,0.8
54512,4,1,5,0.8
116816,4,1,5,0.8
117255,4,1,5,0.8
251398,4,1,5,0.8
135965,4,1,5,0.8
54374,4,1,5,0.8
158104,4,1,5,0.8
232736,4,1,5,0.8
70222,4,1,5,0.8
121065,4,1,5,0.8
203058,4,1,5,0.8
124993,4,1,5,0.8
266457,4,1,5,0.8
170845,4,1,5,0.8
78545,4,1,5,0.8
26611,4,1,5,0.8
125216,8,2,10,0.8
48975,20,5,25,0.8
277922,4,1,5,0.8
125396,4,1,5,0.8
196317,4,1,5,0.8
93513,4,1,5,0.8
270829,4,1,5,0.8
128732,12,3,15,0.8
124852,4,1,5,0.8
248131,4,1,5,0.8
128622,4,1,5,0.8
19760,4,1,5,0.8
274111,4,1,5,0.8
25890,4,1,5,0.8
247998,4,1,5,0.8
126824,4,1,5,0.8
198507,4,1,5,0.8
198483,8,2,10,0.8
16798,4,1,5,0.8
162840,4,1,5,0.8
126907,4,1,5,0.8
127970,4,1,5,0.8
46461,4,1,5,0.8
91685,4,1,5,0.8
221050,4,1,5,0.8
16666,4,1,5,0.8
93630,4,1,5,0.8
219683,76,19,95,0.8
51663,4,1,5,0.8
43639,4,1,5,0.8
160878,4,1,5,0.8
167494,8,2,10,0.8
160881,4,1,5,0.8
229177,4,1,5,0.8
10946,4,1,5,0.8
122506,12,3,15,0.8
131617,4,1,5,0.8
131363,4,1,5,0.8
222372,4,1,5,0.8
51071,4,1,5,0.8
131032,8,2,10,0.8
94385,4,1,5,0.8
234614,4,1,5,0.8
45078,4,1,5,0.8
12990,4,1,5,0.8
123544,36,9,45,0.8
93800,4,1,5,0.8
27204,4,1,5,0.8
201593,4,1,5,0.8
171045,8,2,10,0.8
50130,4,1,5,0.8
201521,4,1,5,0.8
16949,4,1,5,0.8
174534,4,1,5,0.8
234165,16,4,20,0.8
69089,4,1,5,0.8
257703,4,1,5,0.8
55562,4,1,5,0.8
55559,4,1,5,0.8
167389,4,1,5,0.8
231252,4,1,5,0.8
267453,4,1,5,0.8
239834,4,1,5,0.8
240035,36,9,45,0.8
107288,4,1,5,0.8
184904,8,2,10,0.8
184918,4,1,5,0.8
185011,8,2,10,0.8
185071,4,1,5,0.8
21708,4,1,5,0.8
60140,4,1,5,0.8
34801,8,2,10,0.8
73548,4,1,5,0.8
64075,4,1,5,0.8
170401,4,1,5,0.8
173650,4,1,5,0.8
35270,4,1,5,0.8
64396,8,2,10,0.8
73795,4,1,5,0.8
35865,4,1,5,0.8
240541,4,1,5,0.8
209985,4,1,5,0.8
272385,4,1,5,0.8
58708,4,1,5,0.8
163796,4,1,5,0.8
275228,4,1,5,0.8
143009,4,1,5,0.8
81672,4,1,5,0.8
64220,4,1,5,0.8
187029,4,1,5,0.8
146641,4,1,5,0.8
21930,4,1,5,0.8
104705,4,1,5,0.8
151643,4,1,5,0.8
104759,4,1,5,0.8
277478,4,1,5,0.8
104925,8,2,10,0.8
151143,4,1,5,0.8
151122,4,1,5,0.8
151780,4,1,5,0.8
214212,8,2,10,0.8
102676,4,1,5,0.8
183134,4,1,5,0.8
239000,4,1,5,0.8
61668,4,1,5,0.8
147528,4,1,5,0.8
275476,4,1,5,0.8
148344,4,1,5,0.8
165669,4,1,5,0.8
88029,4,1,5,0.8
258329,4,1,5,0.8
164775,4,1,5,0.8
223927,4,1,5,0.8
184223,4,1,5,0.8
106282,4,1,5,0.8
102154,4,1,5,0.8
173190,4,1,5,0.8
255289,4,1,5,0.8
88574,4,1,5,0.8
60412,4,1,5,0.8
61354,4,1,5,0.8
187170,4,1,5,0.8
142801,4,1,5,0.8
253771,8,2,10,0.8
167038,4,1,5,0.8
110076,4,1,5,0.8
138826,4,1,5,0.8
207965,8,2,10,0.8
29497,8,2,10,0.8
138382,4,1,5,0.8
138330,4,1,5,0.8
29424,4,1,5,0.8
252627,4,1,5,0.8
207686,4,1,5,0.8
112507,4,1,5,0.8
66797,4,1,5,0.8
230400,4,1,5,0.8
56369,4,1,5,0.8
274979,4,1,5,0.8
190480,4,1,5,0.8
268704,4,1,5,0.8
274925,4,1,5,0.8
113602,4,1,5,0.8
252282,4,1,5,0.8
167052,4,1,5,0.8
242878,4,1,5,0.8
206877,4,1,5,0.8
82628,4,1,5,0.8
173684,8,2,10,0.8
24733,4,1,5,0.8
114378,4,1,5,0.8
189235,4,1,5,0.8
208058,4,1,5,0.8
38081,4,1,5,0.8
20629,4,1,5,0.8
92278,4,1,5,0.8
100984,4,1,5,0.8
100694,4,1,5,0.8
100610,4,1,5,0.8
100594,4,1,5,0.8
57960,4,1,5,0.8
208877,4,1,5,0.8
57935,4,1,5,0.8
57713,8,2,10,0.8
110609,4,1,5,0.8
57269,4,1,5,0.8
84201,4,1,5,0.8
275761,4,1,5,0.8
241537,4,1,5,0.8
233430,8,2,10,0.8
236955,4,1,5,0.8
29539,4,1,5,0.8
19659,4,1,5,0.8
155680,4,1,5,0.8
208077,8,2,10,0.8
188878,4,1,5,0.8
139607,4,1,5,0.8
269313,4,1,5,0.8
71183,4,1,5,0.8
66518,8,2,10,0.8
184299,54,13,67,0.8059701492537313
61038,21,5,26,0.8076923076923077
100264,17,4,21,0.8095238095238095
206219,17,4,21,0.8095238095238095
64310,17,4,21,0.8095238095238095
65663,13,3,16,0.8125
183187,13,3,16,0.8125
222204,13,3,16,0.8125
229502,13,3,16,0.8125
166824,13,3,16,0.8125
19085,31,7,38,0.8157894736842105
259629,40,9,49,0.8163265306122449
39219,9,2,11,0.8181818181818182
123515,9,2,11,0.8181818181818182
6566,9,2,11,0.8181818181818182
103304,9,2,11,0.8181818181818182
